ISBN-13,Google Books ID,Reading List ID,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
9781250854544,n4tVEAAAQBAJ,,The Atlas Six,,"Blake, Olivie",416,,Tor Publishing Group,"The much-acclaimed viral sensation from Olivie Blake, The Atlas Six--now newly revised and edited with additional content.

- The tag #theatlassix has millions of views on TikTok
- A dark academic debut fantasy with an established cult following that reads like The Secret History meets The Umbrella Academy
- The first in an explosive trilogy
- Indigo's Top 10 Most Anticipated Sci-Fi & Fantasy Books of 2022
- Tor.com's Most Anticipated SFF of 2022

The Alexandrian Society, caretakers of lost knowledge from the greatest civilizations of antiquity, are the foremost secret society of magical academicians in the world. Those who earn a place among the Alexandrians will secure a life of wealth, power, and prestige beyond their wildest dreams, and each decade, only the six most uniquely talented magicians are selected to be considered for initiation.

Enter the latest round of six: Libby Rhodes and Nico de Varona, unwilling halves of an unfathomable whole, who exert uncanny control over every element of physicality. Reina Mori, a naturalist, who can intuit the language of life itself. Parisa Kamali, a telepath who can traverse the depths of the subconscious, navigating worlds inside the human mind. Callum Nova, an empath easily mistaken for a manipulative illusionist, who can influence the intimate workings of a person's inner self. Finally, there is Tristan Caine, who can see through illusions to a new structure of reality--an ability so rare that neither he nor his peers can fully grasp its implications.

When the candidates are recruited by the mysterious Atlas Blakely, they are told they will have one year to qualify for initiation, during which time they will be permitted preliminary access to the Society's archives and judged based on their contributions to various subjects of impossibility: time and space, luck and thought, life and death. Five, they are told, will be initiated. One will be eliminated. The six potential initiates will fight to survive the next year of their lives, and if they can prove themselves to be the best among their rivals, most of them will.

Most of them.

""With a cast of complicated hate-to-love-them characters and enough delicious philosophizing to satisfy even the pickiest dark academia heart, this book will drag you into its undertow and refuse to let you go til morning. -- Victoria Lee, author of A Lesson in Vengeance and The Fever King


Compelling, entertaining, and addictive. The Atlas Six is academic Darwinism: survival of the smartest with a healthy dose of magic. -- T.L. Huchu, author of The Library of The Dead

Lethally smart. Filled with a cast of brilliantly realized characters, each entangled with one another in torturously delicious ways, The Atlas Six will grip you by the throat and refuse to let go. Olivie Blake is a mind-blowing talent.--Chloe Gong, author of the New York Times bestseller These Violent Delights

The Atlas Six will thrill those who love twisted plots, twisted relationships, and morally grey characters ready to kill for knowledge and power. Dark, ambitious, and engaging. -- H.G. Parry, author of A Declaration Of The Rights For Magicians

With a fascinating magic system explored through the lens of philosophy and morality, narrated by dynamic, enthralling characters, the ATLAS SIX is a tour de force. I read this book in two sittings--once I picked it up, I found it almost impossible to put down. -- Christine Lynn Herman, New York Times and indie bestselling author of All of Us Villains

 This chilling story of ambition and magic will make you question your own morals as you grow to love (and hate) its fascinating, ruthless cast of characters. I utterly devoured this book. -- Amanda Foody, New York Times and indie bestselling author of All of Us Villains

The Atlas Six is a fantasy novel that understands that what the people want is more dark academia stories with flawless vibes and aesthetics and hot morally fraudulent characters who are constantly on the verge of either killing each other or fucking each other. I'm the people.--chai, viral book reviewer @proyearner",Contemporary; Dark Fantasy; FICTION; Fantasy; Fiction; Urban,en,2022-09-19,,2022-09-22,,,,,,
9780765387561,MV5QzQEACAAJ,,The Invisible Life of Addie LaRue,,"Schwab, V. E.",448,,Tom Doherty Associates,"NEW YORK TIMES BESTSELLER
USA TODAY BESTSELLER 
NATIONAL INDIE BESTSELLER
THE WASHINGTON POST BESTSELLER

Recommended by Entertainment Weekly, Real Simple, NPR, Slate, and Oprah Magazine
#1 Library Reads Pick—October 2020
#1 Indie Next Pick—October 2020
BOOK OF THE YEAR (2020) FINALIST—Book of The Month Club

A “Best Of” Book From: Oprah Mag * CNN * Amazon * Amazon Editors * NPR * Goodreads * Bustle * PopSugar * BuzzFeed * Barnes & Noble * Kirkus Reviews * Lambda Literary * Nerdette * The Nerd Daily * Polygon * Library Reads * io9 * Smart Bitches Trashy Books * LiteraryHub * Medium * BookBub * The Mary Sue * Chicago Tribune * NY Daily News * SyFy Wire * Powells.com * Bookish * Book Riot * Library Reads Voter Favorite *

In the vein of The Time Traveler’s Wife and Life After Life, The Invisible Life of Addie LaRue is New York Times bestselling author V. E. Schwab’s genre-defying tour de force.

A Life No One Will Remember. A Story You Will Never Forget.

France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever—and is cursed to be forgotten by everyone she meets.

Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young woman learns how far she will go to leave her mark on the world.

But everything changes when, after nearly 300 years, Addie stumbles across a young man in a hidden bookstore and he remembers her name.

Also by V. E. Schwab

Shades of Magic
A Darker Shade of Magic
A Gathering of Shadows
A Conjuring of Light

Villains
Vicious
Vengeful",Fantasy; Fiction; Historical; Literary,en,2022-09-22,,2022-10-16,,,,,,
9780393057652,RWOX_2eYPcAC,,Moneyball,The Art of Winning an Unfair Game,"Lewis, Michael M.",288,,W. W. Norton & Company,"""One of the best baseball—and management—books out.... Deserves a place in the Baseball Hall of Fame.""—Forbes 

Moneyball is a quest for the secret of success in baseball. Following the low-budget Oakland Athletics, their larger-than-life general manger, Billy Beane, and the strange brotherhood of amateur baseball enthusiasts, Michael Lewis has written not only ""the single most influential baseball book ever"" (Rob Neyer, Slate) but also what ""may be the best book ever written on business"" (Weekly Standard).

I wrote this book because I fell in love with a story. The story concerned a small group of undervalued professional baseball players and executives, many of whom had been rejected as unfit for the big leagues, who had turned themselves into one of the most successful franchises in Major League Baseball. But the idea for the book came well before I had good reason to write it—before I had a story to fall in love with. It began, really, with an innocent question: how did one of the poorest teams in baseball, the Oakland Athletics, win so many games?

With these words Michael Lewis launches us into the funniest, smartest, and most contrarian book since, well, since Liar's Poker. Moneyball is a quest for something as elusive as the Holy Grail, something that money apparently can't buy: the secret of success in baseball. The logical places to look would be the front offices of major league teams, and the dugouts, perhaps even in the minds of the players themselves. Lewis mines all these possibilities—his intimate and original portraits of big league ballplayers are alone worth the price of admission—but the real jackpot is a cache of numbers—numbers!—collected over the years by a strange brotherhood of amateur baseball enthusiasts: software engineers, statisticians, Wall Street analysts, lawyers and physics professors.

What these geek numbers show—no, prove—is that the traditional yardsticks of success for players and teams are fatally flawed. Even the box score misleads us by ignoring the crucial importance of the humble base-on-balls. This information has been around for years, and nobody inside Major League Baseball paid it any mind. And then came Billy Beane, General Manager of the Oakland Athletics.

Billy paid attention to those numbers —with the second lowest payroll in baseball at his disposal he had to—and this book records his astonishing experiment in finding and fielding a team that nobody else wanted. Moneyball is a roller coaster ride: before the 2002 season opens, Oakland must relinquish its three most prominent (and expensive) players, is written off by just about everyone, and then comes roaring back to challenge the American League record for consecutive wins.

In a narrative full of fabulous characters and brilliant excursions into the unexpected, Michael Lewis shows us how and why the new baseball knowledge works. He also sets up a sly and hilarious morality tale: Big Money, like Goliath, is always supposed to win... how can we not cheer for David?",Baseball; Business & Economics; Business Aspects; Economics; History; Sports & Recreation; Statistics,en,2022-10-18,,2022-10-28,,,,,,
9780316452502,49T5twEACAAJ,,Children of Time,,"Tchaikovsky, Adrian",640,,Orbit,"Adrian Tchaikovksy's award-winning novel Children of Time, is the epic story of humanity's battle for survival on a terraformed planet.
Who will inherit this new Earth?

The last remnants of the human race left a dying Earth, desperate to find a new home among the stars. Following in the footsteps of their ancestors, they discover the greatest treasure of the past age - a world terraformed and prepared for human life.

But all is not right in this new Eden. In the long years since the planet was abandoned, the work of its architects has borne disastrous fruit. The planet is not waiting for them, pristine and unoccupied. New masters have turned it from a refuge into mankind's worst nightmare.

Now two civilizations are on a collision course, both testing the boundaries of what they will do to survive. As the fate of humanity hangs in the balance, who are the true heirs of this new Earth?span",Alien Contact; Fiction; Genetic Engineering; Hard Science Fiction; Science Fiction; Space Exploration; Space Opera,en,2022-11-03,,2022-11-07,,,,,,
9781455582280,ZPP4rQEACAAJ,,13 Hours,The Inside Account of What Really Happened In Benghazi,"Zuckoff, MItchell",352,,Grand Central Publishing,"NOW A MAJOR MOTION PICTURE
The harrowing, true account from the brave men on the ground who fought back during the Battle of Benghazi.
13 HOURS presents, for the first time ever, the true account of the events of September 11, 2012, when terrorists attacked the US State Department Special Mission Compound and a nearby CIA station called the Annex in Benghazi, Libya. A team of six American security operators fought to repel the attackers and protect the Americans stationed there. Those men went beyond the call of duty, performing extraordinary acts of courage and heroism, to avert tragedy on a much larger scale. This is their personal account, never before told, of what happened during the thirteen hours of that now-infamous attack.

13 HOURS sets the record straight on what happened during a night that has been shrouded in mystery and controversy. Written by New York Times bestselling author Mitchell Zuckoff, this riveting book takes readers into the action-packed story of heroes who laid their lives on the line for one another, for their countrymen, and for their country.

13 HOURS is a stunning, eye-opening, and intense book--but most importantly, it is the truth. The story of what happened to these men--and what they accomplished--is unforgettable.",21st Century; Biography & Autobiography; History; Military; Personal Memoirs; Political; Special Forces; United States,en,2022-12-04,,2022-12-06,,,,,,
9780765397539,6NhzswEACAAJ,,All Systems Red,The Murderbot Diaries,"Wells, Martha",160,,Tom Doherty Associates,"Winner: 2018 Hugo Award for Best Novella
Winner: 2018 Nebula Award for Best Novella
Winner: 2018 Alex Award
Winner: 2018 Locus Award
One of the Verge's Best Books of 2017
A New York Times and USA Today Bestseller

A murderous android discovers itself in All Systems Red, a tense science fiction adventure by Martha Wells that interrogates the roots of consciousness through Artificial Intelligence.

""As a heartless killing machine, I was a complete failure.""

In a corporate-dominated spacefaring future, planetary missions must be approved and supplied by the Company. Exploratory teams are accompanied by Company-supplied security androids, for their own safety.

But in a society where contracts are awarded to the lowest bidder, safety isn’t a primary concern.

On a distant planet, a team of scientists are conducting surface tests, shadowed by their Company-supplied ‘droid — a self-aware SecUnit that has hacked its own governor module, and refers to itself (though never out loud) as “Murderbot.” Scornful of humans, all it really wants is to be left alone long enough to figure out who it is.

But when a neighboring mission goes dark, it's up to the scientists and their Murderbot to get to the truth.",Action & Adventure; Crime & Mystery; Fiction; Science Fiction,en,2022-12-07,,2022-12-08,,,,,,
9781250762924,A1QUzgEACAAJ,,To Sleep in a Sea of Stars,,"Paolini, Christopher",880,,Tor Publishing Group,"Now a New York Times and USA Today bestseller!

Winner of Best Science Fiction in the 2020 Goodreads Choice Awards!

To Sleep in a Sea of Stars is a brand new epic novel from #1 New York Times bestselling author of Eragon, Christopher Paolini. 

Kira Navárez dreamed of life on new worlds.

Now she's awakened a nightmare.

During a routine survey mission on an uncolonized planet, Kira finds an alien relic. At first she's delighted, but elation turns to terror when the ancient dust around her begins to move.

As war erupts among the stars, Kira is launched into a galaxy-spanning odyssey of discovery and transformation. First contact isn't at all what she imagined, and events push her to the very limits of what it means to be human.

While Kira faces her own horrors, Earth and its colonies stand upon the brink of annihilation. Now, Kira might be humanity's greatest and final hope . . .

The Fractalverse Series
To Sleep in a Sea of Stars
Fractal Noise",Action & Adventure; Alien Contact; Fiction; Science Fiction; Space Opera,en,2022-12-10,,2022-12-14,,,,,,
9780767913737,G_SKDQAAQBAJ,,The River of Doubt,Theodore Roosevelt's Darkest Journey,"Millard, Candice",432,,Knopf Doubleday Publishing Group,"NATIONAL BESTSELLER • At once an incredible adventure narrative and a penetrating biographical portrait—the bestselling author of Destiny of the Republic brings us the true story of Theodore Roosevelt’s harrowing exploration of one of the most dangerous rivers on earth.

The River of Doubt—it is a black, uncharted tributary of the Amazon that snakes through one of the most treacherous jungles in the world. Indians armed with poison-tipped arrows haunt its shadows; piranhas glide through its waters; boulder-strewn rapids turn the river into a roiling cauldron.

After his humiliating election defeat in 1912, Roosevelt set his sights on the most punishing physical challenge he could find, the first descent of an unmapped, rapids-choked tributary of the Amazon. Together with his son Kermit and Brazil’s most famous explorer, Cândido Mariano da Silva Rondon, Roosevelt accomplished a feat so great that many at the time refused to believe it. In the process, he changed the map of the western hemisphere forever.

Along the way, Roosevelt and his men faced an unbelievable series of hardships, losing their canoes and supplies to punishing whitewater rapids, and enduring starvation, Indian attack, disease, drowning, and a murder within their own ranks. Three men died, and Roosevelt was brought to the brink of suicide. The River of Doubt brings alive these extraordinary events in a powerful nonfiction narrative thriller that happens to feature one of the most famous Americans who ever lived.

From the soaring beauty of the Amazon rain forest to the darkest night of Theodore Roosevelt’s life, here is Candice Millard’s dazzling debut.",20th Century; Biography & Autobiography; Expeditions & Discoveries; History; Presidents & Heads of State; United States,en,2022-12-15,,2022-12-24,,,,,,
9781250186928,dZRRDwAAQBAJ,,Artificial Condition,The Murderbot Diaries,"Wells, Martha",160,,Tom Doherty Associates,"A USA Today bestseller

The ""I love Murderbot!"" —Ann Leckie

Artificial Condition is the follow-up to Martha Wells's Hugo, Nebula, Alex, and Locus Award-winning, New York Times bestselling All Systems Red

It has a dark past—one in which a number of humans were killed. A past that caused it to christen itself “Murderbot”. But it has only vague memories of the massacre that spawned that title, and it wants to know more.

Teaming up with a Research Transport vessel named ART (you don’t want to know what the “A” stands for), Murderbot heads to the mining facility where it went rogue.

What it discovers will forever change the way it thinks...",Action & Adventure; Crime & Mystery; Fiction; Hard Science Fiction; Science Fiction,en,2022-12-26,,2022-12-26,,,,,,
9780307279187,QQiPoNLNhLsC,,Born to Run,"A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",304,,Knopf Doubleday Publishing Group,"NATIONAL BESTSELLER • The astonishing and hugely entertaining story that completely changed the way we run. An epic adventure that began with one simple question: Why does my foot hurt?

“Equal parts quest, physiology treatise, and running history.... The climactic race reads like a sprint.... It simply makes you want to run.” —Outside Magazine

Isolated by Mexico's deadly Copper Canyons, the blissful Tarahumara Indians have honed the ability to run hundreds of miles without rest or injury. In a riveting narrative, award-winning journalist and often-injured runner Christopher McDougall sets out to discover their secrets. In the process, he takes his readers from science labs at Harvard to the sun-baked valleys and freezing peaks across North America, where ever-growing numbers of ultra-runners are pushing their bodies to the limit, and, finally, to a climactic race in the Copper Canyons that pits America’s best ultra-runners against the tribe. McDougall’s incredible story will not only engage your mind but inspire your body when you realize that you, indeed all of us, were born to run.

Look for Born to Run 2, coming in December!",Adventure; Anthropology; Cultural & Social; Running & Jogging; Social Science; Special Interest; Sports & Recreation; Travel,en,2022-12-27,,2022-12-29,,,,,,
9781400067824,5E5o3_y5TpAC,,Antifragile,Things That Gain from Disorder,"Taleb, Nassim Nicholas",544,,Random House Publishing Group,"Antifragile is a standalone book in Nassim Nicholas Taleb’s landmark Incerto series, an investigation of opacity, luck, uncertainty, probability, human error, risk, and decision-making in a world we don’t understand. The other books in the series are Fooled by Randomness, The Black Swan, Skin in the Game, and The Bed of Procrustes.

Nassim Nicholas Taleb, the bestselling author of The Black Swan and one of the foremost thinkers of our time, reveals how to thrive in an uncertain world.

Just as human bones get stronger when subjected to stress and tension, and rumors or riots intensify when someone tries to repress them, many things in life benefit from stress, disorder, volatility, and turmoil. What Taleb has identified and calls “antifragile” is that category of things that not only gain from chaos but need it in order to survive and flourish.

In The Black Swan, Taleb showed us that highly improbable and unpredictable events underlie almost everything about our world. In Antifragile, Taleb stands uncertainty on its head, making it desirable, even necessary, and proposes that things be built in an antifragile manner. The antifragile is beyond the resilient or robust. The resilient resists shocks and stays the same; the antifragile gets better and better.

Furthermore, the antifragile is immune to prediction errors and protected from adverse events. Why is the city-state better than the nation-state, why is debt bad for you, and why is what we call “efficient” not efficient at all? Why do government responses and social policies protect the strong and hurt the weak? Why should you write your resignation letter before even starting on the job? How did the sinking of the Titanic save lives? The book spans innovation by trial and error, life decisions, politics, urban planning, war, personal finance, economic systems, and medicine. And throughout, in addition to the street wisdom of Fat Tony of Brooklyn, the voices and recipes of ancient wisdom, from Roman, Greek, Semitic, and medieval sources, are loud and clear.

Antifragile is a blueprint for living in a Black Swan world.

Erudite, witty, and iconoclastic, Taleb’s message is revolutionary: The antifragile, and only the antifragile, will make it.

Praise for Antifragile

“Ambitious and thought-provoking . . . highly entertaining.”—The Economist

“A bold book explaining how and why we should embrace uncertainty, randomness, and error . . . It may just change our lives.”—Newsweek",Business & Economics; Decision-Making & Problem Solving; Investments & Securities; Movements; Phenomenology; Philosophy; Stocks,en,2022-12-29,,2023-01-05,,,,,,
9781250191786,0ohhDwAAQBAJ,,Rogue Protocol,The Murderbot Diaries,"Wells, Martha",160,,Tom Doherty Associates,"Rogue Protocol is the third entry in Martha Wells's Hugo, Nebula, Alex, and Locus Award-winning, New York Times and USA Today bestselling series, The Murderbot Diaries.

Starring a human-like android who keeps getting sucked back into adventure after adventure, though it just wants to be left alone, away from humanity and small talk. 

Who knew being a heartless killing machine would present so many moral dilemmas?

Sci-fi’s favorite antisocial A.I. is back on a mission. The case against the too-big-to-fail GrayCris Corporation is floundering, and more importantly, authorities are beginning to ask more questions about where Dr. Mensah's SecUnit is.

And Murderbot would rather those questions went away. For good.

""I love Murderbot!""--New York Times bestselling author Ann Leckie

Murderbot Diaries
#1 All Systems Red
#2 Artificial Condition
#3 Rogue Protocol
#4 Exit Strategy",Action & Adventure; Crime & Mystery; FICTION; Fiction; Hard Science Fiction; Science Fiction,en,2023-01-07,,2023-01-08,,,,,,
9781941129425,2i74MAAACAAJ,,On the Shortness of Life,,Seneca,41,,GLH Publishing,"The Stoic writings of the philosopher Seneca offer powerful insights into the art of living and the importance of reason and morality and continue to provide profound guidance to many through their eloquence, lucidity and timeless wisdom.",,en,2023-01-09,,2023-01-10,,,,,,
9781982168445,JTOGEAAAQBAJ,,Cloud Cuckoo Land,A Novel,"Doerr, Anthony",626,,Simon and Schuster,"""From the Pulitzer Prize-winning author of perhaps the most bestselling and beloved literary fiction of our time comes a triumph of imagination and compassion, a soaring novel about children on the cusp of adulthood in a broken world, who find resilience, hope, and story. The heroes of Cloud Cuckoo Land are children trying to figure out the world around them, and to survive. In the besieged city of Constantinople in 1453, in a public library in Lakeport, Idaho, today, and on a spaceship bound for a distant exoplanet decades from now, an ancient text provides solace and the most profound human connection to characters in peril. They all learn the story of Aethon, who longs to be turned into a bird so that he can fly to the paradise of Cloud Cuckoo Land, a better world. Twelve-year-old Anna lives in a convent where women toil all day embroidering the robes of priests. She learns to read from an old Greek tutor she encounters on her errands in the city. In an abandoned priory, she finds a stash of old books. One is Aethon's story, which she reads to her sister as the walls of Constantinople are bombarded by armies of Saracens. Anna escapes, carrying only a small sack with bread, salt fish-and the book. Outside the city walls, Anna meets Omeir, a village boy who was conscripted, along with his beloved pair of oxen, to fight in the Sultan's conquest. His oxen have died; he has deserted. In Lakeport, Idaho, in 2020, Seymour, a young activist bent on saving the earth, sits in the public library with two homemade bombs in pressure cookers-another siege. Upstairs, eighty-five-year old Zeno, a former prisoner-of-war, and an amateur translator, rehearses five children in a play adaptation of Aethon's adventures. On an interstellar ark called The Argos, Konstance is alone in a vault with sacks of Nourish powder and access to all the information in the world-or so she is told. She knows Aethon's story through her father, who has sequestered her to protect her. Konstance, encased on a spaceship decades from now, has never lived on our beloved Earth. Alone in a vault with sacks of Nourish powder and access to ""all the information in the world,"" she knows Aethon's storythrough her father. Like Marie-Laure and Werner in All the Light We Cannot See, Konstance, Anna, Omeir, Seymour, the young Zeno, the children in the library are dreamers and misfits on the cusp of adulthood in a world the grown-ups have broken. They through their own resilience and resourcefulness, and through story. Dedicated to ""the librarians then, now, and in the years to come,"" Anthony Doerr's Cloud Cuckoo Land is about the power of story and the astonishing survival of the physical book when for thousands of years they were so rare and so feared, dying, as one character says, ""in fires or floods or in the mouths of worms or at the whims of tyrants."" It is a hauntingly beautiful and redemptive novel about stewardship-of the book, of the Earth, of the human heart""--",Fiction; Historical; Literary,en,2023-01-08,,2023-01-13,,,,,,
9781250185464,hCBGDwAAQBAJ,,Exit Strategy,The Murderbot Diaries,"Wells, Martha",160,,Tor Publishing Group,"Martha Wells's Hugo, Nebula, Alex, and Locus Award-winning, New York Times and USA Today bestselling series, The Murderbot Diaries, comes to a thrilling conclusion in Exit Strategy.

Murderbot wasn’t programmed to care. So, its decision to help the only human who ever showed it respect must be a system glitch, right?

Having traveled the width of the galaxy to unearth details of its own murderous transgressions, as well as those of the GrayCris Corporation, Murderbot is heading home to help Dr. Mensah—its former owner (protector? friend?)—submit evidence that could prevent GrayCris from destroying more colonists in its never-ending quest for profit.

But who’s going to believe a SecUnit gone rogue?

And what will become of it when it’s caught?

""I love Murderbot!"" —Ann Leckie

The Murderbot Diaries
#1 All Systems Red
#2 Artificial Condition
#3 Rogue Protocol
#4 Exit Strategy

At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Action & Adventure; Crime & Mystery; Fiction; Science Fiction,en,2023-01-14,,2023-01-15,,,,,,
9781250229847,0AGrDwAAQBAJ,,Network Effect,A Murderbot Novel,"Wells, Martha",352,,Tor Publishing Group,"WINNER of the 2021 Hugo, Nebula and Locus Awards!

The first full-length novel in Martha Wells' New York Times and USA Today bestselling Murderbot Diaries series. 

An Amazon's Best of the Year So Far Pick

Named a Best of 2020 Pick for NPR | Book Riot | Polygon 

""I caught myself rereading my favorite parts... and I can’t recommend it enough."" — New York Times


You know that feeling when you’re at work, and you’ve had enough of people, and then the boss walks in with yet another job that needs to be done right this second or the world will end, but all you want to do is go home and binge your favorite shows? And you're a sentient murder machine programmed for destruction? Congratulations, you're Murderbot.

Come for the pew-pew space battles, stay for the most relatable A.I. you’ll read this century.

—

I’m usually alone in my head, and that’s where 90 plus percent of my problems are.

When Murderbot's human associates (not friends, never friends) are captured and another not-friend from its past requires urgent assistance, Murderbot must choose between inertia and drastic action.

Drastic action it is, then.

At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Action & Adventure; Crime & Mystery; Fiction; Science Fiction,en,2023-03-14,,2023-03-17,,,,,,
9781250765376,sfOCzQEACAAJ,,Fugitive Telemetry,,"Wells, Martha",176,,Tor Publishing Group,"The New York Times bestselling security droid with a heart (though it wouldn't admit it!) is back in Fugitive Telemetry!

Having captured the hearts of readers across the globe (Annalee Newitz says it's ""one of the most humane portraits of a nonhuman I've ever read"") Murderbot has also established Martha Wells as one of the great SF writers of today.

No, I didn't kill the dead human. If I had, I wouldn't dump the body in the station mall.

When Murderbot discovers a dead body on Preservation Station, it knows it is going to have to assist station security to determine who the body is (was), how they were killed (that should be relatively straightforward, at least), and why (because apparently that matters to a lot of people—who knew?)

Yes, the unthinkable is about to happen: Murderbot must voluntarily speak to humans!

Again!

A new standalone adventure in the New York Times-bestselling, Hugo and Nebula Award winning series!",Action & Adventure; Crime & Mystery; Fiction; Science Fiction,en,2023-03-21,,2023-04-02,,,,,,
9781400067930,cQNwDwAAQBAJ,,Fooled by Randomness,The Hidden Role of Chance in Life and in the Markets,"Taleb, Nassim Nicholas",368,,Random House Publishing Group,"Fooled by Randomness is a standalone book in Nassim Nicholas Taleb’s landmark Incerto series, an investigation of opacity, luck, uncertainty, probability, human error, risk, and decision-making in a world we don’t understand. The other books in the series are The Black Swan, Antifragile, Skin in the Game, and The Bed of Procrustes.

Now in a striking new hardcover edition, Fooled by Randomness is the word-of-mouth sensation that will change the way you think about business and the world. Nassim Nicholas Taleb–veteran trader, renowned risk expert, polymathic scholar, erudite raconteur, and New York Times bestselling author of The Black Swan–has written a modern classic that turns on its head what we believe about luck and skill.

This book is about luck–or more precisely, about how we perceive and deal with luck in life and business. Set against the backdrop of the most conspicuous forum in which luck is mistaken for skill–the world of trading–Fooled by Randomness provides captivating insight into one of the least understood factors in all our lives. Writing in an entertaining narrative style, the author tackles major intellectual issues related to the underestimation of the influence of happenstance on our lives.

The book is populated with an array of characters, some of whom have grasped, in their own way, the significance of chance: the baseball legend Yogi Berra; the philosopher of knowledge Karl Popper; the ancient world’s wisest man, Solon; the modern financier George Soros; and the Greek voyager Odysseus. We also meet the fictional Nero, who seems to understand the role of randomness in his professional life but falls victim to his own superstitious foolishness.

However, the most recognizable character of all remains unnamed–the lucky fool who happens to be in the right place at the right time–he embodies the “survival of the least fit.” Such individuals attract devoted followers who believe in their guru’s insights and methods. But no one can replicate what is obtained by chance.

Are we capable of distinguishing the fortunate charlatan from the genuine visionary? Must we always try to uncover nonexistent messages in random events? It may be impossible to guard ourselves against the vagaries of the goddess Fortuna, but after reading Fooled by Randomness we can be a little better prepared.

PRAISE FOR FOOLED BY RANDOMNESS:

Named by Fortune One of the Smartest Books of All Time

A Financial Times Best Business Book of the Year

“[Fooled by Randomness] is to conventional Wall Street wisdom approximately what Martin Luther’s ninety-five theses were to the Catholic Church.”
–Malcolm Gladwell, author of Blink

“The book that rolled down Wall Street like a hand grenade.”
–Maggie Mahar, author of Bull! A History of the Boom, 1982—1999

“Fascinating . . . Taleb will grab you.”
–Peter L. Bernstein, author of Capital Ideas Evolving

“Recalls the best of scientist/essayists like Richard Dawkins . . . and Stephen Jay Gould.”
–Michael Schrage, author of Serious Play: How the World’s Best Companies Simulate to Innovate

“We need a book like this. . . . Fun to read, refreshingly independent-minded.”
–Robert J. Shiller, author of Irrational Exuberance 

“Powerful . . . loaded with crackling little insights [and] extreme brilliance.”
–National Review",Business & Economics; Finance; Investments & Securities; Statistics,en,2023-04-10,,2023-04-17,,,,,,
9780765377067,QxbFBAAAQBAJ,,The Three-Body Problem,,"Liu, Cixin",399,,Macmillan,"Soon to be a Netflix Original Series!

An NPR Best Book of the Decade

Winner of the Hugo Award for Best Novel

“War of the Worlds for the 21st century.” – Wall Street Journal

The Three-Body Problem is the first chance for English-speaking readers to experience the Hugo Award-winning phenomenon from China's most beloved science fiction author, Liu Cixin.

Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile, on Earth, different camps start forming, planning to either welcome the superior beings and help them take over a world seen as corrupt, or to fight against the invasion. The result is a science fiction masterpiece of enormous scope and vision.

The Three-Body Problem Series
The Three-Body Problem
The Dark Forest
Death's End

Other Books
Ball Lightning
Supernova Era
To Hold Up The Sky (forthcoming)",21st Century; Alien Contact; China; FICTION; Fiction; Hard Science Fiction; Science Fiction; World Literature,en,2023-04-17,,2023-04-18,,,,,,
9781800249165,098LzgEACAAJ,,The Dark Forest,,"Liu, Cixin",512,,Head of Zeus,"Read the award-winning, critically acclaimed, multi-million-copy-selling science-fiction phenomenon - soon to be a Netflix Original Series from the creators of Game of Thrones. Imagine the universe as a forest, patrolled by numberless and nameless predators. In this forest, stealth is survival - any civilisation that reveals its location is prey.Earth has. Now the predators are coming.Crossing light years, the Trisolarians will reach Earth in four centuries' time. But the sophons, their extra-dimensional agents and saboteurs, are already here. Only the individual human mind remains immune to their influence.This is the motivation for the Wallfacer Project, a last-ditch defence that grants four individuals almost absolute power to design secret strategies, hidden through deceit and misdirection from human and alien alike. Three of the Wallfacers are influential statesmen and scientists, but the fourth is a total unknown.Luo Ji, an unambitious Chinese astronomer, is baffled by his new status. All he knows is that he's the one Wallfacer that Trisolaris wants dead.Praise for The Three-Body Problem: 'Your next favourite sci-fi novel' Wired 'Immense' Barack Obama 'Unique' George R.R. Martin 'SF in the grand style' Guardian 'Mind-altering and immersive' Daily Mail Winner of the Hugo and Galaxy Awards for Best Novel",,en,2023-04-21,,2023-04-23,,,,,,
